# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     241     -0.15615056E-01     -0.15622539E-01     -0.59022766E-02     -0.77236667E-02
     242     -0.15615059E-01     -0.15622539E-01     -0.59094291E-02     -0.77236667E-02
     243     -0.15615062E-01     -0.15622539E-01     -0.59159153E-02     -0.77236667E-02
     244     -0.15615065E-01     -0.15622539E-01     -0.59224382E-02     -0.77236667E-02
     245     -0.15615067E-01     -0.15622539E-01     -0.59283544E-02     -0.77236667E-02
     246     -0.15615069E-01     -0.15622539E-01     -0.59340279E-02     -0.77236667E-02
     247     -0.15615071E-01     -0.15622539E-01     -0.59393833E-02     -0.77236667E-02
     248     -0.15615074E-01     -0.15622539E-01     -0.59447033E-02     -0.77236667E-02
     249     -0.15615076E-01     -0.15622539E-01     -0.59492459E-02     -0.77236667E-02
     250     -0.15615079E-01     -0.15622539E-01     -0.59535135E-02     -0.77236667E-02
     251     -0.15615083E-01     -0.15622539E-01     -0.59574481E-02     -0.77236667E-02
     252     -0.15615086E-01     -0.15622539E-01     -0.59609847E-02     -0.77236667E-02
 
# q=  0.83333333E-01  0.54166667E+00  0.00000000E+00  (qpt 57)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.18569024E-02     -0.14999506E-01     -0.13354272E-03     -0.77793643E-02
       2     -0.36474711E-02     -0.14999506E-01     -0.26343831E-03     -0.77793643E-02
       3     -0.51197398E-02     -0.14999506E-01     -0.39548918E-03     -0.77793643E-02
       4     -0.65004510E-02     -0.14999506E-01     -0.51440666E-03     -0.77793643E-02
       5     -0.75125117E-02     -0.14999506E-01     -0.59275865E-03     -0.77793643E-02
       6     -0.84536573E-02     -0.14999506E-01     -0.66950671E-03     -0.77793643E-02
       7     -0.92766815E-02     -0.14999506E-01     -0.73729101E-03     -0.77793643E-02
       8     -0.10065123E-01     -0.14999506E-01     -0.80414161E-03     -0.77793643E-02
       9     -0.10349410E-01     -0.14999506E-01     -0.82273726E-03     -0.77793643E-02
      10     -0.10624425E-01     -0.14999506E-01     -0.84123565E-03     -0.77793643E-02
      11     -0.10788034E-01     -0.14999506E-01     -0.85186268E-03     -0.77793643E-02
      12     -0.10940467E-01     -0.14999506E-01     -0.86210298E-03     -0.77793643E-02
      13     -0.11090857E-01     -0.14999506E-01     -0.86965741E-03     -0.77793643E-02
      14     -0.11239587E-01     -0.14999506E-01     -0.87701540E-03     -0.77793643E-02
      15     -0.11404970E-01     -0.14999506E-01     -0.88866128E-03     -0.77793643E-02
      16     -0.11570514E-01     -0.14999506E-01     -0.90036258E-03     -0.77793643E-02
      17     -0.11664089E-01     -0.14999506E-01     -0.90517969E-03     -0.77793643E-02
      18     -0.11757403E-01     -0.14999506E-01     -0.90978365E-03     -0.77793643E-02
      19     -0.11883950E-01     -0.14999506E-01     -0.91840801E-03     -0.77793643E-02
      20     -0.12002493E-01     -0.14999506E-01     -0.92730359E-03     -0.77793643E-02
      21     -0.12168847E-01     -0.14999506E-01     -0.93556186E-03     -0.77793643E-02
      22     -0.12337452E-01     -0.14999506E-01     -0.94376568E-03     -0.77793643E-02
      23     -0.12469387E-01     -0.14999506E-01     -0.95306040E-03     -0.77793643E-02
      24     -0.12601169E-01     -0.14999506E-01     -0.96302508E-03     -0.77793643E-02
      25     -0.12676766E-01     -0.14999506E-01     -0.96892403E-03     -0.77793643E-02
      26     -0.12748906E-01     -0.14999506E-01     -0.97463568E-03     -0.77793643E-02
      27     -0.12866825E-01     -0.14999506E-01     -0.98412803E-03     -0.77793643E-02
      28     -0.12988962E-01     -0.14999506E-01     -0.99400210E-03     -0.77793643E-02
      29     -0.13079750E-01     -0.14999506E-01     -0.10024483E-02     -0.77793643E-02
      30     -0.13173722E-01     -0.14999506E-01     -0.10108935E-02     -0.77793643E-02
      31     -0.13241366E-01     -0.14999506E-01     -0.10175808E-02     -0.77793643E-02
      32     -0.13306749E-01     -0.14999506E-01     -0.10248952E-02     -0.77793643E-02
      33     -0.13373100E-01     -0.14999506E-01     -0.10337685E-02     -0.77793643E-02
      34     -0.13441730E-01     -0.14999506E-01     -0.10429721E-02     -0.77793643E-02
      35     -0.13506590E-01     -0.14999506E-01     -0.10490413E-02     -0.77793643E-02
      36     -0.13573277E-01     -0.14999506E-01     -0.10552295E-02     -0.77793643E-02
      37     -0.13616118E-01     -0.14999506E-01     -0.10602646E-02     -0.77793643E-02
      38     -0.13661426E-01     -0.14999506E-01     -0.10655681E-02     -0.77793643E-02
      39     -0.13706829E-01     -0.14999506E-01     -0.10708323E-02     -0.77793643E-02
      40     -0.13751706E-01     -0.14999506E-01     -0.10761241E-02     -0.77793643E-02
      41     -0.13788797E-01     -0.14999506E-01     -0.10806732E-02     -0.77793643E-02
      42     -0.13824364E-01     -0.14999506E-01     -0.10850269E-02     -0.77793643E-02
      43     -0.13865817E-01     -0.14999506E-01     -0.10911647E-02     -0.77793643E-02
      44     -0.13908583E-01     -0.14999506E-01     -0.10977333E-02     -0.77793643E-02
      45     -0.13948063E-01     -0.14999506E-01     -0.11031668E-02     -0.77793643E-02
      46     -0.13987279E-01     -0.14999506E-01     -0.11085860E-02     -0.77793643E-02
      47     -0.14016094E-01     -0.14999506E-01     -0.11129069E-02     -0.77793643E-02
      48     -0.14043922E-01     -0.14999506E-01     -0.11173349E-02     -0.77793643E-02
      49     -0.14074729E-01     -0.14999506E-01     -0.11219507E-02     -0.77793643E-02
      50     -0.14106567E-01     -0.14999506E-01     -0.11266254E-02     -0.77793643E-02
      51     -0.14127806E-01     -0.14999506E-01     -0.11305416E-02     -0.77793643E-02
      52     -0.14148294E-01     -0.14999506E-01     -0.11343934E-02     -0.77793643E-02
      53     -0.14173317E-01     -0.14999506E-01     -0.11383183E-02     -0.77793643E-02
      54     -0.14198607E-01     -0.14999506E-01     -0.11422537E-02     -0.77793643E-02
      55     -0.14214814E-01     -0.14999506E-01     -0.11457288E-02     -0.77793643E-02
      56     -0.14231783E-01     -0.14999506E-01     -0.11492457E-02     -0.77793643E-02
      57     -0.14246196E-01     -0.14999506E-01     -0.11526669E-02     -0.77793643E-02
      58     -0.14260902E-01     -0.14999506E-01     -0.11561326E-02     -0.77793643E-02
      59     -0.14279480E-01     -0.14999506E-01     -0.11600526E-02     -0.77793643E-02
      60     -0.14297881E-01     -0.14999506E-01     -0.11640382E-02     -0.77793643E-02
      61     -0.14310901E-01     -0.14999506E-01     -0.11675918E-02     -0.77793643E-02
      62     -0.14324285E-01     -0.14999506E-01     -0.11712204E-02     -0.77793643E-02
      63     -0.14340475E-01     -0.14999506E-01     -0.11749627E-02     -0.77793643E-02
      64     -0.14356032E-01     -0.14999506E-01     -0.11786948E-02     -0.77793643E-02
      65     -0.14369348E-01     -0.14999506E-01     -0.11824303E-02     -0.77793643E-02
      66     -0.14382320E-01     -0.14999506E-01     -0.11861461E-02     -0.77793643E-02
      67     -0.14399883E-01     -0.14999506E-01     -0.11906988E-02     -0.77793643E-02
      68     -0.14418066E-01     -0.14999506E-01     -0.11952958E-02     -0.77793643E-02
      69     -0.14430457E-01     -0.14999506E-01     -0.11990329E-02     -0.77793643E-02
      70     -0.14443077E-01     -0.14999506E-01     -0.12027794E-02     -0.77793643E-02
      71     -0.14457090E-01     -0.14999506E-01     -0.12068940E-02     -0.77793643E-02
      72     -0.14470253E-01     -0.14999506E-01     -0.12109473E-02     -0.77793643E-02
      73     -0.14480408E-01     -0.14999506E-01     -0.12143232E-02     -0.77793643E-02
      74     -0.14490582E-01     -0.14999506E-01     -0.12178328E-02     -0.77793643E-02
      75     -0.14502839E-01     -0.14999506E-01     -0.12225708E-02     -0.77793643E-02
      76     -0.14515428E-01     -0.14999506E-01     -0.12272873E-02     -0.77793643E-02
      77     -0.14523945E-01     -0.14999506E-01     -0.12306441E-02     -0.77793643E-02
      78     -0.14532422E-01     -0.14999506E-01     -0.12340365E-02     -0.77793643E-02
      79     -0.14542434E-01     -0.14999506E-01     -0.12386846E-02     -0.77793643E-02
      80     -0.14552462E-01     -0.14999506E-01     -0.12432704E-02     -0.77793643E-02
      81     -0.14559512E-01     -0.14999506E-01     -0.12473288E-02     -0.77793643E-02
      82     -0.14566640E-01     -0.14999506E-01     -0.12513482E-02     -0.77793643E-02
      83     -0.14573722E-01     -0.14999506E-01     -0.12554958E-02     -0.77793643E-02
      84     -0.14580816E-01     -0.14999506E-01     -0.12596223E-02     -0.77793643E-02
      85     -0.14587759E-01     -0.14999506E-01     -0.12632582E-02     -0.77793643E-02
      86     -0.14594566E-01     -0.14999506E-01     -0.12668770E-02     -0.77793643E-02
      87     -0.14600580E-01     -0.14999506E-01     -0.12704313E-02     -0.77793643E-02
      88     -0.14606675E-01     -0.14999506E-01     -0.12741059E-02     -0.77793643E-02
      89     -0.14612699E-01     -0.14999506E-01     -0.12779643E-02     -0.77793643E-02
      90     -0.14618615E-01     -0.14999506E-01     -0.12818005E-02     -0.77793643E-02
      91     -0.14623206E-01     -0.14999506E-01     -0.12848836E-02     -0.77793643E-02
      92     -0.14627776E-01     -0.14999506E-01     -0.12880040E-02     -0.77793643E-02
      93     -0.14634121E-01     -0.14999506E-01     -0.12922076E-02     -0.77793643E-02
      94     -0.14640210E-01     -0.14999506E-01     -0.12962718E-02     -0.77793643E-02
      95     -0.14645047E-01     -0.14999506E-01     -0.12997280E-02     -0.77793643E-02
      96     -0.14649817E-01     -0.14999506E-01     -0.13031752E-02     -0.77793643E-02
      97     -0.14655270E-01     -0.14999506E-01     -0.13072404E-02     -0.77793643E-02
      98     -0.14660591E-01     -0.14999506E-01     -0.13112563E-02     -0.77793643E-02
      99     -0.14664605E-01     -0.14999506E-01     -0.13145744E-02     -0.77793643E-02
     100     -0.14668549E-01     -0.14999506E-01     -0.13179020E-02     -0.77793643E-02
     101     -0.14672581E-01     -0.14999506E-01     -0.13214606E-02     -0.77793643E-02
     102     -0.14676716E-01     -0.14999506E-01     -0.13251764E-02     -0.77793643E-02
     103     -0.14680045E-01     -0.14999506E-01     -0.13285078E-02     -0.77793643E-02
     104     -0.14683350E-01     -0.14999506E-01     -0.13318050E-02     -0.77793643E-02
     105     -0.14686531E-01     -0.14999506E-01     -0.13352053E-02     -0.77793643E-02
     106     -0.14689782E-01     -0.14999506E-01     -0.13387642E-02     -0.77793643E-02
     107     -0.14692522E-01     -0.14999506E-01     -0.13419735E-02     -0.77793643E-02
     108     -0.14695316E-01     -0.14999506E-01     -0.13452198E-02     -0.77793643E-02
     109     -0.14698129E-01     -0.14999506E-01     -0.13484983E-02     -0.77793643E-02
     110     -0.14700972E-01     -0.14999506E-01     -0.13518264E-02     -0.77793643E-02
     111     -0.14703682E-01     -0.14999506E-01     -0.13550095E-02     -0.77793643E-02
     112     -0.14706381E-01     -0.14999506E-01     -0.13581707E-02     -0.77793643E-02
     113     -0.14715850E-01     -0.14999506E-01     -0.13708169E-02     -0.77793643E-02
     114     -0.14728680E-01     -0.14999506E-01     -0.13898857E-02     -0.77793643E-02
     115     -0.14736467E-01     -0.14999506E-01     -0.14044567E-02     -0.77793643E-02
     116     -0.14743537E-01     -0.14999506E-01     -0.14179042E-02     -0.77793643E-02
     117     -0.14751881E-01     -0.14999506E-01     -0.14377498E-02     -0.77793643E-02
     118     -0.14759065E-01     -0.14999506E-01     -0.14569810E-02     -0.77793643E-02
     119     -0.14764387E-01     -0.14999506E-01     -0.14738753E-02     -0.77793643E-02
     120     -0.14769158E-01     -0.14999506E-01     -0.14905778E-02     -0.77793643E-02
     121     -0.14773413E-01     -0.14999506E-01     -0.15072143E-02     -0.77793643E-02
     122     -0.14777638E-01     -0.14999506E-01     -0.15249959E-02     -0.77793643E-02
     123     -0.14781619E-01     -0.14999506E-01     -0.15429220E-02     -0.77793643E-02
     124     -0.14785152E-01     -0.14999506E-01     -0.15605601E-02     -0.77793643E-02
     125     -0.14788470E-01     -0.14999506E-01     -0.15779626E-02     -0.77793643E-02
     126     -0.14791502E-01     -0.14999506E-01     -0.15956289E-02     -0.77793643E-02
     127     -0.14795331E-01     -0.14999506E-01     -0.16186624E-02     -0.77793643E-02
     128     -0.14798844E-01     -0.14999506E-01     -0.16413713E-02     -0.77793643E-02
     129     -0.14802056E-01     -0.14999506E-01     -0.16640880E-02     -0.77793643E-02
     130     -0.14805259E-01     -0.14999506E-01     -0.16886501E-02     -0.77793643E-02
     131     -0.14808183E-01     -0.14999506E-01     -0.17130601E-02     -0.77793643E-02
     132     -0.14810226E-01     -0.14999506E-01     -0.17315156E-02     -0.77793643E-02
     133     -0.14812732E-01     -0.14999506E-01     -0.17551056E-02     -0.77793643E-02
     134     -0.14815017E-01     -0.14999506E-01     -0.17795400E-02     -0.77793643E-02
     135     -0.14817677E-01     -0.14999506E-01     -0.18083757E-02     -0.77793643E-02
     136     -0.14819756E-01     -0.14999506E-01     -0.18323397E-02     -0.77793643E-02
     137     -0.14821546E-01     -0.14999506E-01     -0.18555422E-02     -0.77793643E-02
     138     -0.14823717E-01     -0.14999506E-01     -0.18842469E-02     -0.77793643E-02
     139     -0.14825814E-01     -0.14999506E-01     -0.19123442E-02     -0.77793643E-02
     140     -0.14827967E-01     -0.14999506E-01     -0.19415899E-02     -0.77793643E-02
     141     -0.14830048E-01     -0.14999506E-01     -0.19696497E-02     -0.77793643E-02
     142     -0.14832375E-01     -0.14999506E-01     -0.20029207E-02     -0.77793643E-02
     143     -0.14834415E-01     -0.14999506E-01     -0.20326285E-02     -0.77793643E-02
     144     -0.14836564E-01     -0.14999506E-01     -0.20635285E-02     -0.77793643E-02
     145     -0.14838781E-01     -0.14999506E-01     -0.20978817E-02     -0.77793643E-02
     146     -0.14840887E-01     -0.14999506E-01     -0.21310579E-02     -0.77793643E-02
     147     -0.14843262E-01     -0.14999506E-01     -0.21714053E-02     -0.77793643E-02
     148     -0.14845625E-01     -0.14999506E-01     -0.22124165E-02     -0.77793643E-02
     149     -0.14847832E-01     -0.14999506E-01     -0.22516055E-02     -0.77793643E-02
     150     -0.14849985E-01     -0.14999506E-01     -0.22909755E-02     -0.77793643E-02
     151     -0.14852096E-01     -0.14999506E-01     -0.23308436E-02     -0.77793643E-02
     152     -0.14854137E-01     -0.14999506E-01     -0.23710152E-02     -0.77793643E-02
     153     -0.14856456E-01     -0.14999506E-01     -0.24171129E-02     -0.77793643E-02
     154     -0.14858899E-01     -0.14999506E-01     -0.24644077E-02     -0.77793643E-02
     155     -0.14861120E-01     -0.14999506E-01     -0.25110209E-02     -0.77793643E-02
     156     -0.14863379E-01     -0.14999506E-01     -0.25564394E-02     -0.77793643E-02
     157     -0.14865588E-01     -0.14999506E-01     -0.26020292E-02     -0.77793643E-02
     158     -0.14868192E-01     -0.14999506E-01     -0.26531939E-02     -0.77793643E-02
     159     -0.14870475E-01     -0.14999506E-01     -0.27000489E-02     -0.77793643E-02
     160     -0.14872892E-01     -0.14999506E-01     -0.27523304E-02     -0.77793643E-02
     161     -0.14875389E-01     -0.14999506E-01     -0.28040876E-02     -0.77793643E-02
     162     -0.14877753E-01     -0.14999506E-01     -0.28582142E-02     -0.77793643E-02
     163     -0.14880182E-01     -0.14999506E-01     -0.29129444E-02     -0.77793643E-02
     164     -0.14882863E-01     -0.14999506E-01     -0.29683209E-02     -0.77793643E-02
     165     -0.14885436E-01     -0.14999506E-01     -0.30215752E-02     -0.77793643E-02
     166     -0.14888294E-01     -0.14999506E-01     -0.30807639E-02     -0.77793643E-02
     167     -0.14890968E-01     -0.14999506E-01     -0.31397788E-02     -0.77793643E-02
     168     -0.14893729E-01     -0.14999506E-01     -0.31967134E-02     -0.77793643E-02
     169     -0.14896706E-01     -0.14999506E-01     -0.32533747E-02     -0.77793643E-02
     170     -0.14899696E-01     -0.14999506E-01     -0.33129019E-02     -0.77793643E-02
     171     -0.14902671E-01     -0.14999506E-01     -0.33729777E-02     -0.77793643E-02
     172     -0.14905335E-01     -0.14999506E-01     -0.34309520E-02     -0.77793643E-02
     173     -0.14908087E-01     -0.14999506E-01     -0.34912039E-02     -0.77793643E-02
     174     -0.14910672E-01     -0.14999506E-01     -0.35516856E-02     -0.77793643E-02
     175     -0.14913396E-01     -0.14999506E-01     -0.36171385E-02     -0.77793643E-02
     176     -0.14916411E-01     -0.14999506E-01     -0.36794596E-02     -0.77793643E-02
     177     -0.14919414E-01     -0.14999506E-01     -0.37441602E-02     -0.77793643E-02
     178     -0.14922264E-01     -0.14999506E-01     -0.38070051E-02     -0.77793643E-02
     179     -0.14925048E-01     -0.14999506E-01     -0.38716585E-02     -0.77793643E-02
     180     -0.14927685E-01     -0.14999506E-01     -0.39329975E-02     -0.77793643E-02
     181     -0.14930645E-01     -0.14999506E-01     -0.40000943E-02     -0.77793643E-02
     182     -0.14933228E-01     -0.14999506E-01     -0.40637842E-02     -0.77793643E-02
     183     -0.14935862E-01     -0.14999506E-01     -0.41263187E-02     -0.77793643E-02
     184     -0.14938524E-01     -0.14999506E-01     -0.41911552E-02     -0.77793643E-02
     185     -0.14941106E-01     -0.14999506E-01     -0.42545785E-02     -0.77793643E-02
     186     -0.14943732E-01     -0.14999506E-01     -0.43193567E-02     -0.77793643E-02
     187     -0.14946190E-01     -0.14999506E-01     -0.43824383E-02     -0.77793643E-02
     188     -0.14948987E-01     -0.14999506E-01     -0.44477849E-02     -0.77793643E-02
     189     -0.14951254E-01     -0.14999506E-01     -0.45100375E-02     -0.77793643E-02
     190     -0.14953443E-01     -0.14999506E-01     -0.45744630E-02     -0.77793643E-02
     191     -0.14955537E-01     -0.14999506E-01     -0.46364073E-02     -0.77793643E-02
     192     -0.14957670E-01     -0.14999506E-01     -0.46965013E-02     -0.77793643E-02
     193     -0.14959735E-01     -0.14999506E-01     -0.47582737E-02     -0.77793643E-02
     194     -0.14961986E-01     -0.14999506E-01     -0.48174935E-02     -0.77793643E-02
     195     -0.14964003E-01     -0.14999506E-01     -0.48743838E-02     -0.77793643E-02
     196     -0.14965806E-01     -0.14999506E-01     -0.49326514E-02     -0.77793643E-02
     197     -0.14967650E-01     -0.14999506E-01     -0.49899245E-02     -0.77793643E-02
     198     -0.14969345E-01     -0.14999506E-01     -0.50448478E-02     -0.77793643E-02
     199     -0.14971023E-01     -0.14999506E-01     -0.50970891E-02     -0.77793643E-02
     200     -0.14972739E-01     -0.14999506E-01     -0.51488299E-02     -0.77793643E-02
     201     -0.14974426E-01     -0.14999506E-01     -0.51977863E-02     -0.77793643E-02
     202     -0.14975937E-01     -0.14999506E-01     -0.52440399E-02     -0.77793643E-02
     203     -0.14977669E-01     -0.14999506E-01     -0.52908566E-02     -0.77793643E-02
     204     -0.14979072E-01     -0.14999506E-01     -0.53337084E-02     -0.77793643E-02
     205     -0.14980257E-01     -0.14999506E-01     -0.53734875E-02     -0.77793643E-02
     206     -0.14981426E-01     -0.14999506E-01     -0.54120244E-02     -0.77793643E-02
     207     -0.14982559E-01     -0.14999506E-01     -0.54483225E-02     -0.77793643E-02
     208     -0.14983620E-01     -0.14999506E-01     -0.54811631E-02     -0.77793643E-02
     209     -0.14984561E-01     -0.14999506E-01     -0.55116756E-02     -0.77793643E-02
     210     -0.14985418E-01     -0.14999506E-01     -0.55398547E-02     -0.77793643E-02
     211     -0.14986243E-01     -0.14999506E-01     -0.55669103E-02     -0.77793643E-02
     212     -0.14986993E-01     -0.14999506E-01     -0.55923024E-02     -0.77793643E-02
     213     -0.14987658E-01     -0.14999506E-01     -0.56152062E-02     -0.77793643E-02
     214     -0.14988335E-01     -0.14999506E-01     -0.56368293E-02     -0.77793643E-02
     215     -0.14988969E-01     -0.14999506E-01     -0.56574709E-02     -0.77793643E-02
     216     -0.14989577E-01     -0.14999506E-01     -0.56762718E-02     -0.77793643E-02
     217     -0.14990114E-01     -0.14999506E-01     -0.56936402E-02     -0.77793643E-02
     218     -0.14990570E-01     -0.14999506E-01     -0.57101467E-02     -0.77793643E-02
     219     -0.14990967E-01     -0.14999506E-01     -0.57263391E-02     -0.77793643E-02
     220     -0.14991311E-01     -0.14999506E-01     -0.57411909E-02     -0.77793643E-02
     221     -0.14991635E-01     -0.14999506E-01     -0.57556382E-02     -0.77793643E-02
     222     -0.14991934E-01     -0.14999506E-01     -0.57701787E-02     -0.77793643E-02
     223     -0.14992193E-01     -0.14999506E-01     -0.57837821E-02     -0.77793643E-02
     224     -0.14992410E-01     -0.14999506E-01     -0.57969613E-02     -0.77793643E-02
     225     -0.14992602E-01     -0.14999506E-01     -0.58100196E-02     -0.77793643E-02
     226     -0.14992776E-01     -0.14999506E-01     -0.58228064E-02     -0.77793643E-02
     227     -0.14992921E-01     -0.14999506E-01     -0.58349864E-02     -0.77793643E-02
     228     -0.14993058E-01     -0.14999506E-01     -0.58467634E-02     -0.77793643E-02
     229     -0.14993169E-01     -0.14999506E-01     -0.58585006E-02     -0.77793643E-02
     230     -0.14993252E-01     -0.14999506E-01     -0.58692819E-02     -0.77793643E-02
     231     -0.14993322E-01     -0.14999506E-01     -0.58799950E-02     -0.77793643E-02
     232     -0.14993377E-01     -0.14999506E-01     -0.58901720E-02     -0.77793643E-02
     233     -0.14993421E-01     -0.14999506E-01     -0.59002656E-02     -0.77793643E-02
     234     -0.14993457E-01     -0.14999506E-01     -0.59099835E-02     -0.77793643E-02
     235     -0.14993485E-01     -0.14999506E-01     -0.59192881E-02     -0.77793643E-02
     236     -0.14993506E-01     -0.14999506E-01     -0.59285268E-02     -0.77793643E-02
     237     -0.14993521E-01     -0.14999506E-01     -0.59370995E-02     -0.77793643E-02
     238     -0.14993532E-01     -0.14999506E-01     -0.59455177E-02     -0.77793643E-02
     239     -0.14993539E-01     -0.14999506E-01     -0.59535860E-02     -0.77793643E-02
     240     -0.14993545E-01     -0.14999506E-01     -0.59617100E-02     -0.77793643E-02
     241     -0.14993549E-01     -0.14999506E-01     -0.59690619E-02     -0.77793643E-02
     242     -0.14993552E-01     -0.14999506E-01     -0.59762133E-02     -0.77793643E-02
     243     -0.14993554E-01     -0.14999506E-01     -0.59829533E-02     -0.77793643E-02
     244     -0.14993556E-01     -0.14999506E-01     -0.59893696E-02     -0.77793643E-02
     245     -0.14993557E-01     -0.14999506E-01     -0.59954008E-02     -0.77793643E-02
     246     -0.14993559E-01     -0.14999506E-01     -0.60010265E-02     -0.77793643E-02
     247     -0.14993561E-01     -0.14999506E-01     -0.60063079E-02     -0.77793643E-02
     248     -0.14993563E-01     -0.14999506E-01     -0.60113269E-02     -0.77793643E-02
     249     -0.14993566E-01     -0.14999506E-01     -0.60159970E-02     -0.77793643E-02
     250     -0.14993568E-01     -0.14999506E-01     -0.60202884E-02     -0.77793643E-02
     251     -0.14993571E-01     -0.14999506E-01     -0.60242241E-02     -0.77793643E-02
     252     -0.14993574E-01     -0.14999506E-01     -0.60278811E-02     -0.77793643E-02
 
# q=  0.83333333E-01  0.58333333E+00  0.00000000E+00  (qpt 58)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.18819160E-02     -0.14145305E-01     -0.10804160E-03     -0.77148068E-02
       2     -0.37099986E-02     -0.14145305E-01     -0.21254589E-03     -0.77148068E-02
       3     -0.51591069E-02     -0.14145305E-01     -0.32427952E-03     -0.77148068E-02
       4     -0.65136711E-02     -0.14145305E-01     -0.43004790E-03     -0.77148068E-02
       5     -0.75069497E-02     -0.14145305E-01     -0.51187107E-03     -0.77148068E-02
       6     -0.84254828E-02     -0.14145305E-01     -0.59304503E-03     -0.77148068E-02
       7     -0.91951741E-02     -0.14145305E-01     -0.66817233E-03     -0.77148068E-02
       8     -0.99280870E-02     -0.14145305E-01     -0.74297288E-03     -0.77148068E-02
       9     -0.10193396E-01     -0.14145305E-01     -0.76149741E-03     -0.77148068E-02
      10     -0.10447519E-01     -0.14145305E-01     -0.77939237E-03     -0.77148068E-02
      11     -0.10593113E-01     -0.14145305E-01     -0.78912466E-03     -0.77148068E-02
      12     -0.10728777E-01     -0.14145305E-01     -0.79858132E-03     -0.77148068E-02
      13     -0.10866108E-01     -0.14145305E-01     -0.80570612E-03     -0.77148068E-02
      14     -0.11002219E-01     -0.14145305E-01     -0.81270988E-03     -0.77148068E-02
      15     -0.11154084E-01     -0.14145305E-01     -0.82398366E-03     -0.77148068E-02
      16     -0.11306226E-01     -0.14145305E-01     -0.83538300E-03     -0.77148068E-02
      17     -0.11389554E-01     -0.14145305E-01     -0.84004743E-03     -0.77148068E-02
      18     -0.11472872E-01     -0.14145305E-01     -0.84454829E-03     -0.77148068E-02
      19     -0.11586403E-01     -0.14145305E-01     -0.85363697E-03     -0.77148068E-02
      20     -0.11692455E-01     -0.14145305E-01     -0.86293043E-03     -0.77148068E-02
      21     -0.11840204E-01     -0.14145305E-01     -0.87183178E-03     -0.77148068E-02
      22     -0.11990049E-01     -0.14145305E-01     -0.88070727E-03     -0.77148068E-02
      23     -0.12108815E-01     -0.14145305E-01     -0.89038726E-03     -0.77148068E-02
      24     -0.12227543E-01     -0.14145305E-01     -0.90078749E-03     -0.77148068E-02
      25     -0.12291556E-01     -0.14145305E-01     -0.90671781E-03     -0.77148068E-02
      26     -0.12351939E-01     -0.14145305E-01     -0.91247969E-03     -0.77148068E-02
      27     -0.12453941E-01     -0.14145305E-01     -0.92231082E-03     -0.77148068E-02
      28     -0.12559550E-01     -0.14145305E-01     -0.93256750E-03     -0.77148068E-02
      29     -0.12637958E-01     -0.14145305E-01     -0.94130458E-03     -0.77148068E-02
      30     -0.12719419E-01     -0.14145305E-01     -0.95008945E-03     -0.77148068E-02
      31     -0.12776119E-01     -0.14145305E-01     -0.95698968E-03     -0.77148068E-02
      32     -0.12831132E-01     -0.14145305E-01     -0.96480369E-03     -0.77148068E-02
      33     -0.12886583E-01     -0.14145305E-01     -0.97369737E-03     -0.77148068E-02
      34     -0.12943745E-01     -0.14145305E-01     -0.98290213E-03     -0.77148068E-02
      35     -0.12997808E-01     -0.14145305E-01     -0.98914998E-03     -0.77148068E-02
      36     -0.13053264E-01     -0.14145305E-01     -0.99552115E-03     -0.77148068E-02
      37     -0.13088248E-01     -0.14145305E-01     -0.10005375E-02     -0.77148068E-02
      38     -0.13125398E-01     -0.14145305E-01     -0.10058558E-02     -0.77148068E-02
      39     -0.13161704E-01     -0.14145305E-01     -0.10112797E-02     -0.77148068E-02
      40     -0.13197597E-01     -0.14145305E-01     -0.10167784E-02     -0.77148068E-02
      41     -0.13227483E-01     -0.14145305E-01     -0.10212245E-02     -0.77148068E-02
      42     -0.13256212E-01     -0.14145305E-01     -0.10255119E-02     -0.77148068E-02
      43     -0.13288524E-01     -0.14145305E-01     -0.10315589E-02     -0.77148068E-02
      44     -0.13321898E-01     -0.14145305E-01     -0.10380290E-02     -0.77148068E-02
      45     -0.13352485E-01     -0.14145305E-01     -0.10434952E-02     -0.77148068E-02
      46     -0.13382864E-01     -0.14145305E-01     -0.10489615E-02     -0.77148068E-02
      47     -0.13405072E-01     -0.14145305E-01     -0.10533701E-02     -0.77148068E-02
      48     -0.13426252E-01     -0.14145305E-01     -0.10578922E-02     -0.77148068E-02
      49     -0.13450101E-01     -0.14145305E-01     -0.10625164E-02     -0.77148068E-02
      50     -0.13474804E-01     -0.14145305E-01     -0.10672399E-02     -0.77148068E-02
      51     -0.13491216E-01     -0.14145305E-01     -0.10713674E-02     -0.77148068E-02
      52     -0.13507005E-01     -0.14145305E-01     -0.10754391E-02     -0.77148068E-02
      53     -0.13526423E-01     -0.14145305E-01     -0.10794385E-02     -0.77148068E-02
      54     -0.13546068E-01     -0.14145305E-01     -0.10834612E-02     -0.77148068E-02
      55     -0.13558519E-01     -0.14145305E-01     -0.10869650E-02     -0.77148068E-02
